phage	coverage
uvig_55973	0.136781
uvig_518877	0.145361
uvig_465731	0.135161
uvig_253094	0.192999
uvig_57363	0.136376
uvig_81560	0.556944
uvig_57367	0.175824
uvig_307939	0.278406
uvig_472723	0.219135
ivig_2080	0.428832
ivig_2081	0.128154
uvig_333529	0.100318
ivig_2083	0.110336
uvig_62969	0.120202
uvig_429921	0.275582
uvig_162752	0.238038
uvig_429924	0.244489
uvig_162757	0.108807
uvig_45751	0.149158
uvig_434093	0.148165
uvig_45753	0.112182
uvig_455517	0.216877
uvig_184593	0.157319
uvig_221763	0.165226
uvig_28541	0.104517
uvig_438300	0.223318
uvig_284747	0.131154
uvig_171132	0.113947
uvig_171133	0.215705
uvig_91793	0.122949
uvig_441082	0.300747
uvig_441083	0.601408
uvig_462501	0.410174
uvig_441084	0.13751
uvig_171138	0.298829
uvig_167384	0.110634
uvig_54136	0.143072
uvig_54139	0.163617
uvig_204556	0.172977
uvig_304704	0.111201
uvig_561683	0.720835
uvig_293124	0.143427
uvig_293126	0.197658
uvig_293127	0.180904
uvig_148787	0.288172
uvig_563076	0.328597
uvig_563078	0.123874
uvig_326543	0.100442
uvig_174377	0.253824
uvig_211547	0.308778
uvig_502916	0.195219
uvig_502917	0.347882
uvig_81577	0.108652
uvig_155774	0.55429
uvig_570063	0.351577
uvig_155775	0.135288
uvig_157163	0.151933
uvig_527264	0.166065
uvig_62974	0.320578
uvig_587736	0.130724
uvig_138561	0.169937
uvig_162760	0.303766
uvig_162763	0.207464
uvig_45763	0.268706
uvig_314939	0.241845
uvig_145550	0.213009
uvig_596116	0.10772
uvig_71357	0.224446
uvig_284751	0.106384
uvig_145555	0.225303
uvig_28550	0.1453
uvig_286140	0.381928
uvig_284755	0.14376
uvig_145559	0.133306
uvig_286148	0.383203
uvig_286149	0.228786
uvig_556097	0.121567
uvig_167392	0.28159
uvig_441098	0.432934
uvig_54146	0.108702
uvig_167395	0.199113
uvig_167399	0.197813
uvig_267544	0.105279
uvig_482960	0.109854
uvig_267546	0.170239
uvig_482961	0.146028
uvig_293131	0.307198
uvig_445300	0.186459
uvig_306105	0.188743
uvig_293134	0.184872
uvig_563082	0.470631
uvig_482968	0.120903
uvig_445303	0.333118
uvig_563083	0.195016
uvig_445309	0.211695
uvig_174381	0.174103
uvig_326556	0.268989
uvig_350751	0.602969
uvig_81580	0.193384
uvig_57386	0.174219
uvig_491345	0.34349
uvig_448540	0.19275
uvig_7503	0.261461
uvig_448547	0.317338
uvig_333545	0.582469
uvig_472742	0.123757
uvig_527276	0.169863
uvig_333547	0.486316
uvig_527277	0.182124
uvig_474132	0.135951
uvig_474133	0.183334
uvig_587749	0.113938
uvig_45771	0.166658
uvig_45774	0.123593
uvig_316336	0.4068
uvig_47165	0.193954
uvig_201339	0.128251
uvig_71362	0.187174
uvig_145565	0.144795
uvig_284764	0.186781
uvig_321931	0.101089
uvig_436934	0.197796
uvig_321932	0.314936
uvig_171151	0.241695
uvig_436935	0.217658
uvig_436937	0.320103
uvig_171154	0.195224
uvig_188820	0.135302
uvig_188822	0.179847
uvig_267553	0.203676
uvig_188827	0.147817
uvig_188829	0.190216
uvig_558921	0.15629
uvig_306111	0.599297
uvig_558923	0.547385
uvig_293148	0.609385
uvig_289394	0.102508
uvig_195814	0.121444
uvig_195817	0.169176
uvig_491355	0.141334
uvig_307966	0.16221
uvig_155798	0.442208
uvig_38796	0.482704
uvig_448554	0.133066
uvig_38797	0.334274
uvig_296386	0.168008
uvig_7511	0.148716
uvig_296387	0.263252
uvig_448556	0.132407
uvig_38799	0.34364
uvig_181387	0.413867
uvig_448558	0.221156
uvig_85803	0.232601
uvig_85806	0.181898
uvig_85809	0.128352
uvig_277785	0.137655
uvig_164173	0.102817
uvig_45783	0.128797
uvig_145577	0.234986
uvig_436944	0.757391
uvig_360994	0.127616
uvig_171161	0.22953
uvig_171163	0.484704
uvig_321946	0.236568
uvig_383803	0.226343
uvig_383804	0.568559
uvig_323335	0.148582
uvig_321949	0.145182
uvig_171168	0.139513
uvig_383809	0.283472
uvig_188832	0.321958
uvig_128368	0.309732
uvig_230170	0.157289
uvig_558934	0.125101
uvig_97420	0.465627
uvig_445326	0.177072
uvig_445329	0.184164
uvig_195822	0.105578
uvig_389551	0.1243
uvig_465771	0.148808
uvig_195824	0.240638
uvig_195825	0.251927
uvig_78828	0.37163
uvig_491367	0.224393
uvig_309361	0.115748
uvig_567319	0.186434
uvig_309364	0.151244
uvig_178613	0.239623
uvig_296393	0.781151
uvig_570099	0.12005
uvig_7522	0.350662
uvig_181397	0.279227
uvig_85813	0.150325
uvig_511324	0.143099
uvig_164181	0.188123
uvig_316354	0.127217
uvig_45793	0.118042
uvig_185605	0.172712
uvig_68602	0.144824
uvig_145583	0.141725
uvig_436952	0.299231
uvig_321951	0.127795
uvig_321958	0.201895
uvig_383816	0.229599
uvig_383819	0.254023
uvig_227400	0.362235
uvig_227402	0.177554
uvig_267578	0.109011
uvig_558943	0.182978
uvig_251603	0.18354
uvig_390807	0.117999
uvig_211584	0.14296
uvig_465786	0.13118
uvig_389569	0.113331
uvig_502955	0.213067
uvig_313123	0.415111
uvig_313127	0.644114
uvig_309376	0.265296
uvig_178625	0.115184
uvig_307989	0.150839
uvig_7537	0.103681
uvig_472775	0.264757
uvig_435115	0.110458
uvig_574317	0.160088
uvig_185611	0.328606
uvig_164198	0.120058
uvig_316366	0.5394
uvig_261834	0.22064
uvig_261835	0.211624
uvig_185618	0.162743
uvig_68619	0.543225
uvig_557104	0.27222
uvig_28590	0.314577
uvig_286183	0.169657
uvig_321962	0.182764
uvig_436965	0.318418
uvig_436966	0.128364
uvig_383825	0.579648
uvig_323357	0.245438
uvig_383829	0.47894
uvig_188852	0.208081
uvig_230192	0.248641
uvig_390810	0.171053
uvig_390813	0.173864
uvig_445347	0.212362
uvig_97447	0.123219
uvig_21000	0.203705
uvig_21001	0.328442
uvig_390819	0.198246
uvig_465791	0.128469
uvig_488601	0.193603
uvig_78845	0.411292
uvig_313131	0.250073
uvig_313133	0.216236
uvig_428138	0.21687
uvig_313136	0.335707
uvig_307992	0.126788
uvig_307993	0.213639
uvig_307999	0.140691
uvig_309387	0.116207
uvig_591539	0.16877
uvig_309389	0.14217
uvig_587786	0.106615
uvig_435129	0.147412
uvig_185625	0.436953
uvig_187014	0.252676
uvig_187016	0.193385
uvig_94212	0.281144
uvig_481168	0.231217
uvig_383830	0.319072
uvig_244635	0.278934
uvig_323362	0.170561
uvig_54191	0.184232
uvig_383835	0.170171
uvig_383836	0.292892
uvig_77000	0.648184
uvig_77002	0.165742
uvig_128396	0.261447
uvig_501124	0.189074
uvig_267594	0.187851
uvig_501126	0.333303
uvig_227421	0.157284
uvig_558962	0.12435
uvig_558964	0.355509
uvig_251620	0.217651
uvig_112427	0.131571
uvig_112428	0.102958
uvig_445356	0.353492
uvig_445358	0.464703
uvig_21012	0.126053
uvig_208824	0.328509
uvig_195855	0.271909
uvig_197244	0.203211
uvig_389589	0.156574
uvig_260000	0.352873
uvig_260003	0.112576
uvig_591543	0.158534
uvig_309395	0.208565
uvig_587790	0.105848
uvig_102200	0.131136
uvig_333595	0.173682
uvig_100815	0.166294
uvig_448599	0.285107
uvig_100817	0.437513
uvig_87230	0.10166
uvig_472797	0.105
uvig_380606	0.118929
uvig_201384	0.287479
uvig_187023	0.128739
uvig_337808	0.279454
uvig_557125	0.104023
uvig_481175	0.321998
uvig_168420	0.109908
uvig_557128	0.114856
uvig_438372	0.124213
uvig_383841	0.220973
uvig_194014	0.151163
uvig_462576	0.161525
uvig_194019	0.263909
uvig_77013	0.111132
ivig_422	0.174582
uvig_227431	0.266942
uvig_77017	0.176459
ivig_428	0.139244
uvig_304777	0.151833
uvig_112437	0.165617
uvig_445363	0.2375
uvig_403805	0.472828
uvig_390833	0.146461
uvig_330365	0.172602
uvig_195863	0.133297
uvig_197250	0.27981
uvig_197251	0.344363
uvig_208837	0.146804
uvig_197252	0.154843
uvig_197253	0.29555
uvig_195869	0.114144
uvig_428153	0.372945
uvig_488623	0.152118
uvig_260017	0.145552
uvig_102213	0.278889
uvig_100828	0.240846
uvig_241416	0.128306
uvig_380614	0.274529
uvig_382002	0.23899
uvig_380616	0.343341
uvig_185641	0.301948
uvig_201394	0.197646
uvig_185649	0.134781
uvig_224208	0.211409
uvig_224209	0.122431
uvig_436995	0.154136
uvig_205602	0.307444
uvig_244656	0.264222
uvig_383853	0.263576
uvig_244658	0.141476
uvig_462582	0.302521
uvig_383855	0.322992
uvig_244659	0.148498
uvig_194022	0.101448
uvig_12654	0.41682
ivig_433	0.304469
uvig_304784	0.29694
uvig_366648	0.134709
uvig_97474	0.29252
uvig_390845	0.282676
uvig_97477	0.215537
uvig_390846	0.262972
uvig_208849	0.283618
uvig_313166	0.14928
uvig_410807	0.371188
uvig_591565	0.109869
uvig_178668	0.396351
uvig_7573	0.138817
uvig_7574	0.324392
uvig_217225	0.104559
uvig_217227	0.114303
uvig_574352	0.461333
uvig_356429	0.227022
uvig_574354	0.107961
uvig_495627	0.180271
uvig_185650	0.116789
uvig_244660	0.13596
uvig_244663	0.103383
uvig_323390	0.146044
uvig_459810	0.218168
uvig_459813	0.3953
uvig_244667	0.163304
uvig_207003	0.101284
uvig_12661	0.224684
uvig_383867	0.184501
uvig_194037	0.210857
uvig_77033	0.300504
uvig_231206	0.2698
uvig_77034	0.123586
ivig_446	0.160042
uvig_366651	0.139544
uvig_112454	0.206353
uvig_419799	0.236967
uvig_327602	0.342648
uvig_558997	0.371465
uvig_306186	0.527959
uvig_558998	0.181705
uvig_466800	0.179313
uvig_466801	0.269028
uvig_366659	0.145075
uvig_466804	0.151781
uvig_466807	0.150192
uvig_466808	0.249902
uvig_197273	0.234393
uvig_195887	0.815334
uvig_313170	0.384252
uvig_313176	0.341346
uvig_313177	0.353191
uvig_525816	0.234197
uvig_178671	0.373822
uvig_591575	0.215627
uvig_215840	0.24037
uvig_100843	0.147404
uvig_217236	0.249337
uvig_241431	0.186425
uvig_241432	0.25695
uvig_511381	0.206428
uvig_241435	0.102079
uvig_241437	0.101186
uvig_574363	0.101711
uvig_511387	0.212036
uvig_574366	0.139989
uvig_511388	0.641467
uvig_574367	0.127861
uvig_380638	0.388559
uvig_224220	0.172134
uvig_68665	0.117142
uvig_478424	0.215971
uvig_478425	0.168312
uvig_557154	0.25289
uvig_459823	0.137832
uvig_207012	0.129057
uvig_244677	0.457096
uvig_194040	0.219787
uvig_207015	0.306101
uvig_194046	0.173666
uvig_12675	0.207569
uvig_231216	0.149964
uvig_77049	0.600803
uvig_366661	0.803649
uvig_227468	0.123131
uvig_466810	0.14197
uvig_4355	0.131834
uvig_251669	0.129964
uvig_97498	0.172122
uvig_466818	0.104347
uvig_567380	0.38735
uvig_349457	0.545792
uvig_428185	0.118182
uvig_234456	0.589753
uvig_567386	0.568759
uvig_313188	0.162541
uvig_409580	0.173658
uvig_551415	0.184595
uvig_409587	0.223882
uvig_217249	0.124636
uvig_261899	0.146767
uvig_68678	0.161435
uvig_126903	0.178066
uvig_52708	0.252309
uvig_383882	0.107365
uvig_126907	0.107274
uvig_383885	0.117186
uvig_501172	0.260684
uvig_231225	0.290118
uvig_251673	0.191576
uvig_466820	0.149929
uvig_329015	0.22997
uvig_466828	0.133095
uvig_21061	0.573477
uvig_466829	0.166634
uvig_84040	0.110222
uvig_468218	0.426513
uvig_197292	0.151536
uvig_178690	0.100031
ivig_3177	0.437807
uvig_551429	0.272689
uvig_215869	0.124462
uvig_435184	0.189911
uvig_380651	0.131648
uvig_85897	0.227911
uvig_435187	0.136576
uvig_222853	0.221982
uvig_339249	0.133732
uvig_68689	0.114702
uvig_94272	0.193682
uvig_52713	0.140625
uvig_517008	0.125645
uvig_541204	0.227864
uvig_383891	0.145594
uvig_126918	0.554994
uvig_152503	0.293269
uvig_383898	0.151922
uvig_152506	0.374501
uvig_12696	0.162502
uvig_485432	0.260742
uvig_12697	0.143637
uvig_485437	0.191434
uvig_248901	0.22022
uvig_251681	0.679294
uvig_251682	0.235324
uvig_112486	0.197141
uvig_329020	0.324602
uvig_466834	0.176018
uvig_4375	0.104884
uvig_466836	0.263864
uvig_21070	0.278477
uvig_84051	0.329012
uvig_336016	0.12315
uvig_215870	0.203459
uvig_551433	0.352826
uvig_475217	0.219081
uvig_215874	0.120063
uvig_475219	0.141491
ivig_3189	0.193026
uvig_102262	0.238763
uvig_215877	0.127769
uvig_100876	0.177595
uvig_217265	0.200988
uvig_435190	0.565126
uvig_100878	0.147741
uvig_435191	0.144535
uvig_87291	0.144232
uvig_102268	0.177632
uvig_356467	0.171108
uvig_495665	0.58314
uvig_382050	0.126215
uvig_532832	0.443503
uvig_382051	0.122604
uvig_435199	0.149355
uvig_87299	0.180654
uvig_382058	0.185263
uvig_185697	0.151278
uvig_363450	0.155583
uvig_222867	0.213608
uvig_517012	0.101392
uvig_515627	0.692464
uvig_168481	0.123966
uvig_517015	0.464632
uvig_126921	0.5396
uvig_541210	0.101997
uvig_541211	0.157209
uvig_485446	0.20797
uvig_501197	0.417503
uvig_112490	0.344754
ivig_484	0.388331
uvig_135303	0.172421
uvig_327646	0.23178
uvig_468230	0.425004
uvig_135306	0.165987
uvig_84063	0.384102
uvig_21086	0.465966
uvig_18309	0.129382
uvig_84065	0.128102
uvig_116702	0.381015
uvig_42507	0.123736
uvig_116704	0.117093
uvig_234487	0.256376
uvig_412245	0.118488
uvig_217272	0.400602
uvig_241470	0.231128
uvig_508641	0.707417
uvig_100888	0.21759
uvig_495672	0.326027
uvig_241475	0.140467
uvig_382060	0.134519
uvig_515633	0.12052
uvig_402021	0.129086
uvig_205668	0.355966
uvig_459869	0.15649
uvig_152526	0.359307
uvig_248926	0.225074
uvig_135311	0.232167
uvig_135313	0.290251
uvig_135315	0.528775
uvig_135318	0.16294
uvig_18313	0.299704
uvig_21092	0.157234
uvig_18315	0.32727
uvig_84072	0.585068
uvig_353247	0.205742
uvig_21096	0.169818
uvig_492448	0.101212
uvig_492449	0.422502
uvig_42518	0.23844
uvig_118104	0.137087
uvig_257303	0.111111
uvig_412250	0.129108
uvig_336033	0.239526
uvig_142305	0.124228
uvig_142307	0.265045
uvig_23919	0.434895
uvig_215897	0.263035
uvig_238705	0.308935
uvig_262908	0.281081
uvig_339275	0.354609
uvig_400642	0.164735
uvig_400645	0.11768
uvig_205671	0.205303
uvig_402039	0.124918
uvig_205676	0.147636
uvig_231260	0.170031
uvig_524020	0.11584
uvig_231269	0.162497
uvig_135320	0.232121
uvig_403887	0.31122
uvig_18321	0.516907
uvig_403889	0.261194
uvig_466869	0.243892
uvig_116720	0.200945
uvig_492459	0.391073
uvig_588854	0.18214
uvig_140929	0.268262
uvig_260095	0.119335
uvig_475242	0.26746
uvig_260097	0.170374
uvig_588859	0.162996
uvig_217291	0.109055
uvig_382081	0.254748
uvig_32300	0.284589
uvig_534257	0.225791
uvig_534258	0.174451
uvig_337894	0.153568
uvig_32306	0.199369
uvig_478480	0.123146
uvig_222897	0.207026
uvig_478484	0.172707
uvig_384905	0.503511
uvig_515659	0.573959
uvig_541241	0.214804
uvig_384909	0.176249
uvig_205681	0.342425
uvig_541244	0.38909
uvig_205683	0.107795
uvig_152543	0.10149
uvig_109741	0.23597
uvig_109743	0.173008
uvig_522645	0.19995
uvig_403892	0.110064
uvig_403893	0.31461
uvig_492460	0.436463
uvig_274538	0.13812
uvig_84092	0.463491
uvig_426709	0.129963
uvig_116730	0.484329
uvig_116731	0.145961
uvig_116738	0.282442
uvig_412270	0.180613
uvig_588864	0.235116
uvig_255939	0.112883
uvig_23933	0.12147
uvig_512422	0.10142
uvig_379310	0.203409
uvig_508677	0.295926
uvig_379314	0.279636
uvig_532873	0.606235
uvig_379318	0.414261
uvig_379319	0.131783
uvig_32315	0.138469
uvig_499910	0.109055
uvig_106517	0.111485
uvig_499913	0.102611
uvig_132102	0.257302
uvig_478499	0.228781
uvig_13711	0.100611
uvig_541250	0.206729
uvig_541251	0.340642
uvig_13715	0.154429
uvig_13717	0.152323
uvig_541257	0.201932
uvig_228501	0.370032
uvig_459898	0.181479
uvig_152555	0.261437
uvig_231283	0.148664
uvig_98535	0.103203
uvig_329071	0.110743
uvig_327689	0.133245
uvig_353271	0.343365
uvig_505441	0.20754
uvig_426715	0.336053
uvig_214078	0.244682
uvig_18346	0.225018
uvig_426717	0.211686
uvig_505448	0.110693
uvig_255941	0.105057
uvig_255942	0.131627
uvig_140944	0.464898
uvig_118137	0.134388
uvig_336065	0.111033
uvig_588877	0.169059
uvig_475262	0.125023
uvig_336069	0.688801
uvig_548708	0.103596
uvig_433706	0.388026
uvig_25336	0.247795
uvig_377933	0.304633
uvig_379320	0.107035
uvig_377934	0.417028
uvig_508687	0.526715
uvig_377937	0.295985
uvig_264322	0.189136
uvig_532888	0.175427
uvig_30937	0.276637
uvig_32329	0.286383
uvig_247115	0.167358
uvig_541260	0.263447
uvig_541265	0.202083
uvig_228510	0.398851
uvig_15119	0.10292
uvig_231290	0.220771
uvig_231291	0.126467
uvig_367711	0.377588
uvig_367713	0.364225
uvig_522665	0.153399
uvig_522668	0.297857
uvig_61157	0.100672
uvig_468286	0.430891
uvig_505453	0.53842
uvig_214089	0.159684
uvig_42555	0.472083
uvig_492487	0.225403
ivig_1700	0.303462
ivig_1704	0.135847
uvig_336073	0.103143
uvig_475271	0.231815
uvig_25340	0.275986
uvig_551496	0.270129
uvig_123740	0.104267
uvig_123747	0.261288
uvig_123748	0.103298
uvig_555702	0.269711
uvig_32330	0.299474
uvig_440703	0.260625
uvig_416509	0.124776
uvig_32335	0.224817
uvig_32339	0.132912
uvig_515684	0.857489
uvig_400682	0.189024
uvig_15120	0.136132
uvig_247129	0.156064
uvig_384938	0.15804
uvig_400689	0.12375
uvig_152574	0.129614
uvig_254111	0.181553
uvig_61160	0.100436
uvig_254118	0.218858
uvig_22111	0.304355
uvig_524067	0.21642
uvig_61164	0.320777
uvig_248975	0.111852
uvig_61165	0.134096
uvig_524069	0.174157
uvig_61168	0.10903
uvig_329094	0.16798
uvig_22117	0.352402
uvig_329096	0.216357
uvig_214095	0.298994
uvig_274564	0.357894
uvig_214097	0.122489
uvig_353294	0.101861
uvig_505464	0.124441
uvig_492497	0.238477
uvig_118152	0.153932
uvig_449692	0.114376
uvig_257355	0.599238
uvig_257357	0.199958
uvig_25351	0.702491
uvig_125141	0.138063
uvig_416512	0.350261
uvig_440710	0.166068
uvig_416518	0.14734
uvig_32342	0.214816
uvig_30958	0.162133
uvig_515691	0.127791
uvig_499944	0.229898
uvig_400695	0.125729
uvig_126991	0.355891
uvig_400697	0.10114
uvig_247139	0.115697
uvig_75601	0.333013
uvig_517088	0.310818
uvig_75604	0.140717
uvig_75606	0.260583
uvig_149803	0.12037
uvig_423509	0.108549
uvig_75609	0.107294
uvig_291783	0.129996
uvig_522683	0.205211
uvig_98564	0.274527
uvig_291788	0.130744
uvig_98568	0.166219
uvig_2919	0.247331
uvig_248986	0.170892
uvig_61178	0.119324
uvig_426742	0.204577
uvig_135378	0.151243
uvig_274577	0.12112
uvig_505473	0.231274
uvig_274578	0.201219
uvig_505474	0.251224
uvig_505475	0.134249
uvig_42572	0.20203
ivig_1722	0.115896
ivig_1724	0.461906
ivig_1725	0.211715
uvig_142362	0.131545
uvig_23970	0.449105
uvig_336096	0.334901
uvig_336099	0.492398
uvig_498103	0.192501
uvig_238760	0.159488
uvig_125150	0.192976
uvig_262960	0.195849
uvig_125152	0.231964
uvig_262961	0.186051
uvig_125154	0.143657
uvig_262966	0.300999
uvig_416524	0.140107
uvig_555724	0.107419
uvig_32352	0.3541
uvig_440723	0.109656
uvig_247140	0.114769
uvig_106557	0.220037
uvig_245757	0.10369
uvig_423511	0.136971
uvig_538515	0.129373
uvig_517098	0.829778
uvig_15143	0.10608
uvig_538516	0.135829
uvig_149811	0.195496
uvig_564100	0.18414
uvig_562716	0.144315
uvig_75619	0.121128
uvig_519911	0.154005
uvig_2921	0.106656
uvig_35595	0.23976
uvig_109794	0.463426
uvig_58404	0.456762
uvig_369139	0.194466
uvig_2929	0.160023
uvig_248996	0.161818
uvig_545506	0.247179
uvig_135382	0.107037
uvig_61187	0.123936
uvig_61189	0.33873
uvig_16996	0.175916
uvig_18384	0.297516
uvig_42582	0.104284
uvig_531070	0.138539
uvig_505489	0.121362
ivig_1732	0.148237
uvig_531073	0.250337
uvig_118174	0.105273
uvig_140983	0.121494
uvig_257373	0.106054
uvig_23982	0.163118
uvig_433740	0.158114
uvig_396576	0.105688
uvig_433743	0.101069
uvig_281575	0.124692
uvig_433745	0.109324
uvig_23988	0.274373
uvig_433746	0.174643
uvig_433747	0.17848
uvig_320138	0.300513
uvig_379362	0.18399
uvig_123778	0.351486
uvig_264367	0.464379
uvig_264369	0.203429
uvig_301538	0.184703
uvig_32364	0.186038
uvig_442125	0.68805
uvig_92837	0.42739
uvig_106565	0.152453
uvig_499964	0.145253
uvig_384962	0.146935
uvig_499968	0.115538
uvig_132158	0.266114
uvig_423523	0.103629
uvig_367750	0.147424
uvig_228554	0.135364
uvig_443971	0.159091
uvig_443973	0.320472
uvig_2936	0.174021
uvig_430511	0.101465
uvig_406317	0.148077
uvig_545519	0.19723
uvig_430518	0.373998
uvig_135398	0.184674
uvig_158202	0.103603
uvig_297401	0.101328
uvig_450960	0.132038
uvig_450961	0.107932
uvig_182401	0.148606
uvig_274599	0.18635
uvig_565966	0.192815
uvig_255994	0.136191
uvig_531087	0.11479
ivig_1748	0.162195
uvig_139607	0.176808
uvig_548751	0.274452
uvig_25380	0.1861
uvig_257388	0.139668
uvig_548753	0.204405
uvig_433752	0.108513
uvig_25382	0.129528
uvig_509703	0.833248
uvig_46802	0.187495
uvig_548758	0.124521
uvig_433758	0.113677
uvig_46807	0.432242
uvig_379370	0.282566
uvig_379373	0.171513
uvig_379374	0.370374
uvig_125178	0.211411
uvig_379376	0.128623
uvig_379377	0.333603
uvig_301544	0.173471
uvig_301546	0.555439
uvig_301547	0.153556
uvig_192634	0.231908
uvig_423530	0.177993
uvig_132169	0.334759
uvig_386368	0.112549
uvig_519934	0.25917
uvig_367767	0.250588
uvig_406321	0.130961
uvig_367768	0.520969
uvig_443988	0.174796
uvig_2946	0.223879
uvig_2948	0.288627
uvig_406327	0.127093
uvig_82624	0.150584
uvig_297414	0.103644
uvig_182415	0.104143
uvig_552511	0.143345
uvig_257393	0.120826
ivig_1759	0.129805
uvig_257395	0.202276
uvig_163812	0.277995
uvig_509710	0.245839
uvig_163813	0.30545
uvig_433761	0.209949
uvig_163815	0.119953
uvig_165203	0.202593
uvig_163816	0.119357
uvig_25394	0.232145
uvig_91009	0.132854
uvig_48201	0.255105
uvig_512496	0.176471
uvig_535302	0.206427
uvig_377993	0.126944
uvig_125185	0.450635
uvig_123798	0.118869
uvig_123799	0.130717
uvig_125188	0.228922
uvig_416553	0.110886
uvig_111	0.228283
uvig_442142	0.117202
uvig_440756	0.185676
uvig_442145	0.310512
uvig_245783	0.334345
uvig_384980	0.106778
uvig_192641	0.145324
uvig_386375	0.256243
uvig_13784	0.153959
uvig_386376	0.633611
uvig_15172	0.110001
uvig_75642	0.173556
uvig_538546	0.392279
uvig_13787	0.112116
uvig_15175	0.118257
uvig_149841	0.239287
uvig_75647	0.127215
uvig_564132	0.193622
uvig_562746	0.223449
uvig_254162	0.243996
uvig_254166	0.167349
uvig_22161	0.225655
uvig_82634	0.196329
uvig_545538	0.297926
uvig_430536	0.202802
uvig_545539	0.215985
uvig_426784	0.250366
uvig_565981	0.22801
uvig_426785	0.180899
uvig_311786	0.112468
uvig_528321	0.222783
uvig_526937	0.111807
uvig_413324	0.372799
uvig_182429	0.18966
uvig_65423	0.583785
uvig_552524	0.189191
uvig_65429	0.144409
uvig_139628	0.187313
uvig_163823	0.140714
uvig_163824	0.105944
uvig_48210	0.326525
uvig_46823	0.298729
uvig_48213	0.193356
uvig_498145	0.11825
uvig_72410	0.110574
uvig_535315	0.134688
uvig_379391	0.123809
uvig_264396	0.202179
uvig_440760	0.329851
uvig_442154	0.154644
uvig_55203	0.211122
uvig_386381	0.80081
uvig_384996	0.101244
uvig_247189	0.172158
uvig_384999	0.291639
uvig_36600	0.104823
uvig_538558	0.169348
uvig_36604	0.314904
uvig_15189	0.175591
uvig_149856	0.327085
uvig_369170	0.348637
uvig_254172	0.121748
uvig_406342	0.175726
uvig_406344	0.164644
uvig_2966	0.328546
uvig_545544	0.130777
uvig_406348	0.158531
uvig_82644	0.372906
uvig_430548	0.174761
uvig_82647	0.179947
uvig_430549	0.130222
uvig_156847	0.190702
uvig_571138	0.137252
uvig_571139	0.206983
uvig_334601	0.145636
uvig_526949	0.118752
uvig_139633	0.242086
uvig_139638	0.152941
uvig_163833	0.269958
uvig_433781	0.37315
uvig_509734	0.193602
uvig_163838	0.21624
uvig_48227	0.113671
uvig_146622	0.491571
uvig_285820	0.116781
uvig_132	0.247637
uvig_287214	0.120665
uvig_29625	0.257045
uvig_416579	0.17095
uvig_440779	0.206875
uvig_55214	0.244532
uvig_132190	0.16474
uvig_129414	0.104643
uvig_247196	0.201361
uvig_192663	0.128756
uvig_192664	0.19253
uvig_132198	0.134263
uvig_15193	0.212244
uvig_15195	0.160937
uvig_75665	0.10734
uvig_15197	0.539356
uvig_15198	0.635167
uvig_155009	0.238382
uvig_15199	0.110308
uvig_62204	0.185568
uvig_62208	0.126144
uvig_406354	0.148761
uvig_369188	0.175002
uvig_82650	0.375284
uvig_82653	0.228724
uvig_156850	0.256119
uvig_82654	0.406531
uvig_545559	0.138259
uvig_571142	0.117591
uvig_571144	0.12352
uvig_571147	0.1626
uvig_526951	0.353181
uvig_571149	0.161293
uvig_182446	0.734263
ivig_1785	0.162747
uvig_334619	0.138192
uvig_473819	0.192332
uvig_139645	0.1144
uvig_163847	0.419048
uvig_320181	0.132529
uvig_548799	0.346269
uvig_456601	0.112006
uvig_46846	0.126003
uvig_498166	0.104518
uvig_48235	0.17141
uvig_456607	0.101175
uvig_48238	0.199339
uvig_456609	0.132956
uvig_55223	0.110463
uvig_1134	0.228466
uvig_55226	0.177885
uvig_268620	0.345313
uvig_55229	0.155214
uvig_192677	0.164822
uvig_423575	0.134726
uvig_75675	0.145674
uvig_294214	0.222095
uvig_75678	0.281794
uvig_38016	0.407261
uvig_149877	0.192022
uvig_38019	0.21045
uvig_519977	0.274755
uvig_545563	0.283748
uvig_158250	0.257508
uvig_119201	0.163985
uvig_376185	0.253985
uvig_334624	0.101528
ivig_1792	0.133857
uvig_221011	0.631812
uvig_334627	0.130408
uvig_376189	0.125576
uvig_278850	0.479403
uvig_221017	0.374535
uvig_139657	0.146759
uvig_91045	0.136093
uvig_91046	0.144821
uvig_91049	0.360838
uvig_163859	0.189328
uvig_46853	0.216558
uvig_456614	0.186429
uvig_535344	0.130633
uvig_320198	0.111404
uvig_456618	0.152671
uvig_150	0.146542
uvig_29645	0.539274
uvig_285848	0.106334
uvig_53841	0.25901
uvig_324405	0.156976
uvig_53847	0.124689
uvig_189901	0.168952
uvig_55239	0.106326
uvig_192682	0.215899
uvig_538581	0.253312
uvig_305800	0.444623
uvig_192684	0.150998
uvig_192686	0.100703
uvig_155024	0.105473
uvig_538587	0.514625
uvig_75684	0.351638
uvig_294221	0.282171
uvig_38020	0.143423
uvig_305807	0.1556
uvig_538589	0.214543
uvig_423587	0.124298
uvig_149885	0.243717
uvig_36639	0.132599
uvig_562789	0.131035
uvig_277014	0.231135
uvig_571161	0.125445
uvig_119210	0.221596
uvig_526970	0.300264
uvig_39875	0.153692
uvig_334632	0.11856
uvig_528365	0.280282
uvig_413363	0.138302
uvig_528369	0.111059
uvig_552565	0.25003
uvig_509763	0.111947
